Diamine SMILES,Dianhydride SMILES
CC(C)(c1ccc(C(=O)Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(C(=O)Oc2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(C(=O)NCc2ccc(/C=C3\CC/C(=C\c4ccc(CNC(=O)c5ccc(N)cc5)cc4)C3=O)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(-c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,Nc1ccc(OCc2ccc(COc3ccc(N)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(Cc2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,Nc1ccc(OCc2ccc(Oc3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(C(=O)c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,Nc1ccc(OCc2ccc(COCc3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(C(O)c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,Nc1ccc(OCc2ccc(COCOCc3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(C(=O)C(=O)c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,Nc1ccc(OCc2ccc(COCCOCc3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(C(=O)C(O)c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,CN(Cc1ccc(COc2ccc(N)cc2)cc1)Cc1ccc(COc2ccc(N)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(C(O)C(O)c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,Nc1ccc(OCc2ccc(-c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(CC(=O)c1ccc(C(=O)Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(C(=O)Oc2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OCc2ccc(Cc3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(C(O)CC(O)c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,CC(C)(c1ccc(COc2ccc(N)cc2)cc1)c1ccc(COc2ccc(N)cc2)cc1
O=C(/C=C/c1ccc(C(=O)Oc2ccc3c(c2)C(=O)OC3=O)cc1)/C=C/c1ccc(C(=O)Oc2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OCc2ccc(C(=O)c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(/C=C/C(O)/C=C/c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,Nc1ccc(OCc2ccc(C(O)c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(C#CC#Cc2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,Nc1ccc(OCc2ccc(C(=O)C(=O)c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(/C=C/c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)cc1,Nc1ccc(OCc2ccc(C(=O)C(O)c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(-c2ccc(-c3ccc(C(=O)Oc4ccc5c(c4)C(=O)OC5=O)cc3)[nH]2)cc1,Nc1ccc(OCc2ccc(C(O)C(O)c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(Oc1ccc2c(c1)C(=O)OC2=O)c1ccc(-c2ccc(-c3ccc(C(=O)Oc4ccc5c(c4)C(=O)OC5=O)cc3)cc2)cc1,Nc1ccc(OCc2ccc(C(=O)CC(=O)c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C1/C(=C/c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)CCC/C1=C\c1ccc(C(=O)Oc2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OCc2ccc(C#CC#Cc3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C1/C(=C/c2ccc(C(=O)Oc3ccc4c(c3)C(=O)OC4=O)cc2)CC/C1=C\c1ccc(C(=O)Oc2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OCc2ccc(/C=C/c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OCc2ccc(-c3ccc(-c4ccc(COc5ccc(N)cc5)cc4)[nH]3)cc2)cc1
O=C(OCc1ccc(Oc2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OCc2ccc(-c3ccc(-c4ccc(COc5ccc(N)cc5)cc4)cc3)cc2)cc1
O=C(OCc1ccc(COCc2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OCc2ccc(C(O)CC(O)c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(COCOCc2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OCc2ccc(/C=C/C(=O)/C=C/c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(COCCOc2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OCc2ccc(/C=C/C(O)/C=C/c3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
CN(Cc1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)Cc1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OCc2ccc(CCC(O)CCc3ccc(COc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(-c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(CCc2ccc(/C=C3\CCC/C(=C\c4ccc(COc5ccc(N)cc5)cc4)C3=O)cc2)cc1
O=C(OCc1ccc(Cc2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OCc2ccc(/C=C3\CC/C(=C\c4ccc(COc5ccc(N)cc5)cc4)C3=O)cc2)cc1
CC(C)(c1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(NC(=O)c2ccc(COCc3ccc(C(=O)Nc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(C(=O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(NC(=O)c2ccc(C#CC#Cc3ccc(C(=O)Nc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(C(O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(NC(=O)c2ccc(/C=C/C(=O)/C=C/c3ccc(C(=O)Nc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(C(=O)C(=O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(NC(=O)c2ccc(/C=C/C(O)/C=C/c3ccc(C(=O)Nc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(C(=O)C(O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(NC(=O)c2ccc(/C=C3\CCC/C(=C\c4ccc(C(=O)Nc5ccc(N)cc5)cc4)C3=O)cc2)cc1
O=C(OCc1ccc(C(O)C(O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(NC(=O)c2ccc(/C=C3\CC/C(=C\c4ccc(C(=O)Nc5ccc(N)cc5)cc4)C3=O)cc2)cc1
O=C(CC(=O)c1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(N)cc3)cc2)cc1
O=C(OCc1ccc(C(O)CC(O)c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(Oc3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(/C=C/c1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)/C=C/c1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OC(=O)c2ccc(COCc3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(/C=C/C(O)/C=C/c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(COCOCc3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(C#CC#Cc2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(COCCOc3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(OCc1ccc(/C=C/c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,CN(Cc1ccc(C(=O)Oc2ccc(N)cc2)cc1)Cc1ccc(C(=O)Oc2ccc(N)cc2)cc1
O=C(OCc1ccc(-c2ccc(-c3ccc(COC(=O)c4ccc5c(c4)C(=O)OC5=O)cc3)[nH]2)cc1)c1ccc2c(c1)C(=O)OC2=O,CC(C)(c1ccc(C(=O)Oc2ccc(N)cc2)cc1)c1ccc(C(=O)Oc2ccc(N)cc2)cc1
O=C(OCc1ccc(-c2ccc(-c3ccc(COC(=O)c4ccc5c(c4)C(=O)OC5=O)cc3)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(-c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C1/C(=C/c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)CCC/C1=C\c1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OC(=O)c2ccc(Cc3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C1/C(=C/c2ccc(COC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)CC/C1=C\c1ccc(COC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OC(=O)c2ccc(C(=O)c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(C(O)c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(Oc2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(C(=O)C(=O)c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(COCc2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(C(=O)C(O)c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(COCCOCc2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(C(O)C(O)c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
CN(Cc1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)Cc1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OC(=O)c2ccc(C(=O)CC(=O)c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(/C=N/N=C/c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(C(O)CC(O)c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(-c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(/C=C/C(=O)/C=C/c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(Cc2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(/C=C/C(O)/C=C/c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
CC(C)(c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OC(=O)c2ccc(C#CC#Cc3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OC(=O)c2ccc(/C=C/c3ccc(C(=O)Oc4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(C(O)c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(-c3ccc(-c4ccc(C(=O)Oc5ccc(N)cc5)cc4)[nH]3)cc2)cc1
O=C(C(=O)c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(OC(=O)c2ccc(-c3ccc(-c4ccc(C(=O)Oc5ccc(N)cc5)cc4)cc3)cc2)cc1
O=C(c1ccc(C(=O)C(O)c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(/C=C3\CCC/C(=C\c4ccc(C(=O)Oc5ccc(N)cc5)cc4)C3=O)cc2)cc1
O=C(c1ccc(C(O)C(O)c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(OC(=O)c2ccc(/C=C3\CC/C(=C\c4ccc(C(=O)Oc5ccc(N)cc5)cc4)C3=O)cc2)cc1
O=C(CC(=O)c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(C(=O)OCc2ccc(COC(=O)c3ccc(N)cc3)cc2)cc1
O=C(c1ccc(C(O)CC(O)c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(C(=O)OCc2ccc(Oc3ccc(COC(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C(/C=C/c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)/C=C/c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(C(=O)OCc2ccc(COCc3ccc(COC(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(/C=C/C(O)/C=C/c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(C(=O)OCc2ccc(COCOCc3ccc(COC(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(CCC(O)CCc2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(C(=O)OCc2ccc(COCCOc3ccc(COC(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(C#CC#Cc2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,CN(Cc1ccc(COC(=O)c2ccc(N)cc2)cc1)Cc1ccc(COC(=O)c2ccc(N)cc2)cc1
O=C(c1ccc(/C=C/c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(C(=O)OCc2ccc(-c3ccc(COC(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(-c2ccc(-c3ccc(C(=O)c4ccc5c(c4)C(=O)OC5=O)cc3)[nH]2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(C(=O)OCc2ccc(Cc3ccc(COC(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(-c2ccc(-c3ccc(C(=O)c4ccc5c(c4)C(=O)OC5=O)cc3)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,CC(C)(c1ccc(COC(=O)c2ccc(N)cc2)cc1)c1ccc(COC(=O)c2ccc(N)cc2)cc1
O=C1/C(=C/c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)CCC/C1=C\c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(C(=O)OCc2ccc(C(=O)c3ccc(COC(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C1/C(=C/c2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)CC/C1=C\c1ccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(C(=O)OCc2ccc(C(O)c3ccc(COC(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C(c1ccc(COCOCc2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(C(=O)OCc2ccc(C(=O)C(=O)c3ccc(COC(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C1OC(=O)c2cc(Oc3ccc(Oc4ccc5c(c4)C(=O)OC5=O)cc3)ccc21,Nc1ccc(C(=O)c2ccc(C(=O)c3ccc(N)cc3)cc2)cc1
O=C1OC(=O)c2cc(Oc3cccc4c3C(=O)OC4=O)ccc21,Nc1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C1OC(=O)C2C1C1C(=O)OC(=O)C21,Nc1ccc(C(=O)c2ccc(COCc3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C1OC(=O)c2c(Oc3ccc(Oc4cccc5c4C(=O)OC5=O)cc3)cccc21,Nc1ccc(C(=O)c2ccc(COCCOCc3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
O=C1OC(=O)c2cc(-c3cccc4c3C(=O)OC4=O)ccc21,CN(Cc1ccc(C(=O)c2ccc(N)cc2)cc1)Cc1ccc(C(=O)c2ccc(N)cc2)cc1
,Nc1ccc(C(=O)c2ccc(/C=N/N=C/c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(-c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(Cc3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,CC(C)(c1ccc(C(=O)c2ccc(N)cc2)cc1)c1ccc(C(=O)c2ccc(N)cc2)cc1
,Nc1ccc(C(=O)c2ccc(C(=O)c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(C(O)c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(C(=O)C(=O)c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(C(=O)C(O)c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(C(O)C(O)c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(C(=O)CC(=O)c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(C(O)CC(O)c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(/C=C/C(=O)/C=C/c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(/C=C/C(O)/C=C/c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(CCC(O)CCc3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(C#CC#Cc3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(/C=C/c3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(-c3ccc(-c4ccc(C(=O)c5ccc(N)cc5)cc4)[nH]3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(-c3ccc(-c4ccc(C(=O)c5ccc(N)cc5)cc4)cc3)cc2)cc1
,Nc1ccc(C(=O)c2ccc(/C=C3\CCC/C(=C\c4ccc(C(=O)c5ccc(N)cc5)cc4)C3=O)cc2)cc1
,Nc1ccc(C(=O)c2ccc(/C=C3\CC/C(=C\c4ccc(C(=O)c5ccc(N)cc5)cc4)C3=O)cc2)cc1
,Nc1ccc(C(=O)c2ccc(COCOCc3ccc(C(=O)c4ccc(N)cc4)cc3)cc2)cc1
,Nc1cccc(C(=O)Nc2ccc3oc4ccc(NC(=O)c5cccc(N)c5)cc4c(=O)c3c2)c1
,Nc1ccc2oc3ccc(N)cc3c(=O)c2c1
,Nc1ccc(C(=O)Nc2ccc3oc4ccc(NC(=O)c5ccc(N)cc5)cc4c(=O)c3c2)cc1
,Nc1ccc(-c2nc3cc(N)ccc3o2)c(O)c1
,Nc1ccc(C(=O)NC2=CC3C(=O)c4cc(NC(=O)c5ccc(N)cc5)ccc4OC3C=C2)cc1
,Nc1ccc(Oc2cccc(N)c2)cc1
,Nc1ccc2oc(-c3cccc(-c4nc5cc(N)ccc5o4)n3)nc2c1
,CC1(C)CC2(CC(C)(C)c3ccc(Oc4ccc(N)cc4)cc32)c2cc(Oc3ccc(N)cc3)ccc21
,Nc1cccc2c(N)cccc12
,Nc1cccc(Oc2ccc(-c3ccc(Oc4cccc(N)c4)cc3)cc2)c1
,Nc1ccc(C2(c3cccc(N)c3)c3ccccc3-c3ccccc32)cc1
,Nc1ccc2oc([C@H]3CC[C@@H](c4nc5cc(N)ccc5o4)CC3)nc2c1
,Nc1ccc(-c2nc3cc(N)ccc3o2)cc1
,Nc1ccc2c(c1)N=C(c1cc(N)ccc1O)C2
,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1
,Nc1cccc(N)c1
,Nc1ccc(-c2nc3ccc(N)cc3o2)cc1
,Nc1ccc2oc([C@H]3CC[C@H](c4nc5cc(N)ccc5o4)CC3)nc2c1
,Nc1ccc2oc(-c3ccc(-c4nc5cc(N)ccc5o4)cc3)nc2c1
,Nc1ccc(Nc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(N)cc5)cc4)cc3)cc2)cc1
,Cc1cc(Oc2ccc3c(c2)C2(CC3(C)C)CC(C)(C)c3ccc(Oc4ccc(N)c(C)c4)cc32)ccc1N
,Nc1ccc2oc(-c3ccc(-c4nc5cc(N)ccc5o4)nc3)nc2c1
,Nc1ccc(C2(c3ccc(N)cc3)c3ccccc3-c3ccccc32)cc1
,Nc1cccc(C(=O)NC2=CC3C(=O)c4cc(NC(=O)c5cccc(N)c5)ccc4OC3C=C2)c1
,Nc1ccc(Oc2ccc(N)cc2)cc1
